"","SVN","STATION_KEY","SY","SITE_NAME","PREDATOR_Nov05_model","PREDATOR_Nov05_score","PREDATOR_Nov05_Condition","Year_Sampled","Ref_Samples","NewSample","FSS_May05_trans","AREAWTMAP","MAFLOWU_trans","SLOPE_trans","PRECIPSITE_MM_trans","STRMPOWER_trans","LONG_NHD_trans","LAT_NHD","ELEV_FT_trans","PCT_FSP3_trans","ERODRES_CAT","sample_status","biocriteria_status","biocriteria_status.OLD","FSS","Q75TH","fss_pred_trans","fss_pred","fss_pred_resids_trans","fss_pred_resids","Group","Q90TH","fss_resid_cond","sediment_resid_status","NEW_STATION","NEW_SAMPLE","NEW"
"370","07089DFW","34670","34670 2007","Potato Patch Cr at RM 0.97","MWCF",0.81,"Most disturbed",2007,0,"",1.14612803567824,1423.616,0.147781407700444,0.217692443598762,3.19284611518884,0.00826327683722255,123.5901639,43.9966082,24.8997991959775,1.36943840600457,"E","Impaired","Impaired","Impaired","13",14,1.0152349953652,9.35702430383774,0.130893040313036,-8.2108962681595,"Group 4",20,"Good","Impaired - Unknown Stressor","OLD","OLD","OLD"
"371","07090DFW","34671","34671 2007","Nelson Cr at RM 1.95","MWCF",0.86,"Moderately disturbed",2007,0,"",1.17609125905568,1754.46415,1.52318893788454,0.073143694191639,3.27508089845686,0.069339015279983,123.6456,44.09125493,20.4205778566621,1.34528292089677,"E","Attaining","Attaining","Potential Concern","14",14,1.0152349953652,9.35702430383774,0.16085626369048,-8.18093304478206,"Group 4",20,"Good","Attaining","OLD","OLD","OLD"
"372","07091DFW","34672","34672 2007","Deer Cr at Mouth","MWCF",0.84,"Most disturbed",2007,0,"",0.698970004336019,3387.372,1.08984790791122,0.37489998666311,3.43264866001311,0.412962142303933,123.8213551,45.02526028,17.6635217326557,0.825440953414278,"E","Impaired","Impaired","Impaired","4",8,0.77466588484141,4.95204059846906,-0.0756958805053913,-4.25307059413304,"Group 2",11,"Good","Impaired - Unknown Stressor","OLD","OLD","OLD"
"373","07092DFW","34673","34673 2007","Salmon R (RM 15.90) Trib at Mouth","MWCF",1.05,"Least disturbed",2007,0,"",0.778151250383644,3726.01317,1.67319809263432,0.138021737418423,3.38219721037745,0.273827646329782,123.7675186,45.04842487,23.4093998214393,0.825440953414278,"E","Attaining","Attaining","Attaining","5",8,0.77466588484141,4.95204059846906,0.00348536554223344,-4.17388934808542,"Group 2",11,"Good","Attaining","OLD","OLD","OLD"
"395","07114DFW","34695","34695 2007","Fivemile Cr at Mouth","MWCF",0.81,"Most disturbed",2007,0,"",1.34242268082221,2107.49479,1.46417720214897,0.0606630035524124,3.32139127831169,0.042763720002141,124.0143356,43.83805402,5.47722557505166,1.3030329996377,"E","Impaired","Impaired","Impaired","21",14,1.0152349953652,9.35702430383774,0.327187685457004,-8.01460162301554,"Group 4",20,"Poor","Impaired - Sediment Stressor","OLD","OLD","OLD"
"411","07140DFW","34722","34722 2007","Mill Cr at RM 2.51","MWCF",1.1,"Least disturbed",2007,0,"",0.698970004336019,2222.912,0.936028911909021,0.258708329977989,3.37254380075907,0.179178227772399,124.0711032,44.20828125,25.9422435421457,0.500179608697487,"R","Attaining","Attaining","Attaining","4",14,1.0152349953652,9.35702430383774,-0.316264991029183,-8.65805429950172,"Group 4",20,"Fair","Attaining","OLD","OLD","OLD"
"412","08001BMP","10588","10588 2008","Deer Creek at Mouth","MWCF",1.24,"Least disturbed",2008,0,"Yes",1.07918124604762,2293.433,0.823167636881773,0.173982757766395,3.36530074863799,0.0686258467353508,123.8774759,44.53558573,24.1039415863879,1.42889927219073,"E","Attaining","Attaining",NA,"12",14,1.0152349953652,9.35702430383774,0.0639462506824231,-8.27784305779012,"Group 4",20,"Good","Attaining","NEW","NEW","NEW"
"413","08001DFW","35689","35689 2008","WHITTAKER CR AT RM 3.8","MWCF",1.03,"Least disturbed",2008,0,"Yes",0.903089986991944,1677.44242,1.31170131883776,0.152807067899361,3.30663944102426,0.16294270874214,123.6938093,43.95221427,22.8473193175917,1.47062890563334,"E","Attaining","Attaining","Impaired","7",14,1.0152349953652,9.35702430383774,-0.112145008373258,-8.4539343168458,"Group 4",20,"Fair","Attaining","OLD","NEW","NEW"
"414","08002BMP","21842","21842 2008","Flynn Creek at RM 1.71 (Alsea)","MWCF",0.91,"Moderately disturbed",2008,1,"Yes",1.23044892137827,2151.987,1.08311043111515,0.142618371888057,3.34360550810417,0.0884756911660202,123.853562,44.53918973,23.7486841740758,1.42889927219073,"E","Attaining","Attaining","Impaired","16",14,1.0152349953652,9.35702430383774,0.215213926013072,-8.12657538245947,"Group 4",20,"Fair","Attaining","OLD","NEW","NEW"
"415","08002DFW","34646","34646 2008","Clay Cr at RM 0.16 (Siuslaw R)","MWCF",1.2,"Least disturbed",2008,0,"Yes",1.14612803567824,1340.01,0.941501991347391,0.170909332688417,3.16938049531195,0.0885187550805347,123.5654843,43.9014647,20.7364413533277,1.47062890563334,"E","Attaining","Attaining","Attaining","14",14,1.0152349953652,9.35702430383774,0.130893040313036,-8.2108962681595,"Group 4",20,"Good","Attaining","OLD","NEW","NEW"
"416","08003BMP","34521","34521 2008","Needle Branch","MWCF",0.85,"Most disturbed",2008,0,"Yes",1.20411998265592,2350.469,0.434999791350173,0.19565275362233,3.35698140099313,0.0277347788719132,123.8551403,44.51024464,20.976176963403,1.42889927219073,"E","Impaired","Impaired",NA,"15",14,1.0152349953652,9.35702430383774,0.188884987290723,-8.15290432118182,"Group 4",20,"Fair","Impaired - Unknown Stressor","NEW","NEW","NEW"
"417","08003DFW","dfw_2724","dfw_2724 2008","Wapiti Cr","MWCF",0.97,"Least disturbed",2008,0,"Yes",0.778151250383644,2310.123,1.15217455655719,0.277668867538296,3.33665982345442,0.304799160958724,124.0798892,44.12729419,15.0332963783729,0.500179608697487,"R","Attaining","Attaining",NA,"5",3,0.44053025593237,1.75759355853577,0.337620994451274,-0.979442308152127,"Group 1",4,"Poor","Attaining","NEW","NEW","NEW"
"418","08004DFW","21791","21791 2008","Big Cr (Rock Cr Wilderness)","MWCF",0.67,"Most disturbed",2008,1,"Yes",0.845098040014257,2300.54983,1.69311807045694,0.073280283842245,3.28712962071911,0.100210702919769,124.1060567,44.17026689,5.09901951359278,0.500179608697487,"R","Impaired","Potential Concern","Potential Concern","6",14,1.0152349953652,9.35702430383774,-0.170136955350945,-8.51192626382348,"Group 4",20,"Fair","Potential Concern","OLD","NEW","NEW"
"419","08005DFW","dfw_3124","dfw_3124 2008","Maltby Cr","MWCF",1.25,"Enriched",2008,0,"Yes",0.954242509439325,2451.843,0.195921781500569,0.216587164901339,3.31238894937059,0.0114615192856113,123.6782281,44.38319364,22.6936114358204,1.20193334256827,"E","Potential Concern","Potential Concern",NA,"9",14,1.0152349953652,9.35702430383774,-0.0609924859258769,-8.40278179439842,"Group 4",20,"Fair","Potential Concern","NEW","NEW","NEW"
"420","08006DFW","33357","33357 2008","Mill Cr, N Fk","MWCF",1.07,"Least disturbed",2008,0,"Yes",0.954242509439325,3125.27226,1.18961073160776,0.243721152139079,3.32056168019524,0.26945989774472,123.7584755,44.76677713,16.7032930884901,0.775397496610753,"E","Attaining","Attaining","Attaining","8",8,0.77466588484141,4.95204059846906,0.179576624597915,-3.99779808902974,"Group 2",11,"Good","Attaining","OLD","NEW","NEW"
"421","08007DFW","dfw_35212","dfw_35212 2008","Neiglick Canyon","MWCF",0.98,"Least disturbed",2008,0,"Yes",0.698970004336019,2206.01,0.110599810053483,0.328009146213943,3.34360550810417,0.013344727098036,123.9808429,44.27453254,21.51743479135,0.927295218001612,"E","Attaining","Attaining",NA,"4",14,1.0152349953652,9.35702430383774,-0.316264991029183,-8.65805429950172,"Group 4",20,"Fair","Attaining","NEW","NEW","NEW"
"422","08008DFW","dfw_39720","dfw_39720 2008","Lobster Cr S Fk","MWCF",1.09,"Least disturbed",2008,0,"Yes",0.903089986991944,2481.951,0.503158522127655,0.203789106676486,3.29512708525219,0.0377284073360573,123.6042524,44.2319527,33.3466640010661,1.42889927219073,"E","Attaining","Attaining",NA,"7",7,0.717561516606581,4.21869020300477,0.185528470385362,-3.31560021601282,"Group 3",9,"Good","Attaining","NEW","NEW","NEW"
"423","08009DFW","34663","34663 2008","Beaver Cr NF (RM 6.42) Trib at RM 0.67","MWCF",1.14,"Least disturbed",2008,0,"Yes",0.903089986991944,2307.62,0.585212490300883,0.289447750034441,3.3541084391474,0.0929271078883054,123.9324584,44.51955265,20.5669638012031,1.34528292089677,"E","Attaining","Attaining","Attaining","6",14,1.0152349953652,9.35702430383774,-0.112145008373258,-8.4539343168458,"Group 4",20,"Fair","Attaining","OLD","NEW","NEW"
"424","08010DFW","33319","33319 2008","Rogers Cr","MWCF",0.88,"Moderately disturbed",2008,0,"Yes",0.954242509439325,2327.702,0.374817974142649,0.160748250379281,3.31111784266251,0.0151126147210298,123.8862015,44.15886437,20.6639783197718,1.5707963267949,"E","Attaining","Attaining","Attaining","8",14,1.0152349953652,9.35702430383774,-0.0609924859258769,-8.40278179439842,"Group 4",20,"Fair","Attaining","OLD","NEW","NEW"
"425","08011DFW","34722","34722 2008","Mill Cr at RM 2.51","MWCF",1.08,"Least disturbed",2008,0,"Yes",0.903089986991944,2222.912,0.936028911909021,0.258708329977989,3.37254380075907,0.179178227772399,124.0711032,44.20828125,25.9422435421457,0.500179608697487,"R","Attaining","Attaining","Attaining","7",14,1.0152349953652,9.35702430383774,-0.112145008373258,-8.4539343168458,"Group 4",20,"Fair","Attaining","OLD","NEW","NEW"
"426","08012DFW","34658","34658 2008","Cummins Cr at RM 1.94","MWCF",0.94,"Least disturbed",2008,1,"Yes",0.903089986991944,2348.83763,1.58605175728531,0.134499070628759,3.35983548233989,0.2251343548213,124.0725752,44.26947091,12.2882057274445,0.500179608697487,"R","Attaining","Potential Concern","Impaired","7",14,1.0152349953652,9.35702430383774,-0.112145008373258,-8.4539343168458,"Group 4",20,"Fair","Potential Concern","OLD","NEW","NEW"
"427","08013DFW","dfw_2876","dfw_2876 2008","Cedar Cr","MWCF",1.14,"Least disturbed",2008,0,"Yes",1,2012.74,0.0998497689808666,0.331421182183638,3.33000770087276,0.0121589184375765,123.9699813,44.47711395,19.7484176581315,1.42889927219073,"E","Attaining","Attaining",NA,"9",14,1.0152349953652,9.35702430383774,-0.0152349953652018,-8.35702430383774,"Group 4",20,"Fair","Attaining","NEW","NEW","NEW"
"428","08014DFW","28046","28046 2008","North Fork Green River","MWCF",1.17,"Least disturbed",2008,0,"Yes",0.903089986991944,2240.36,1.2800303767106,0.156332977966902,3.32221929473392,0.158750521867278,123.8553855,44.2336502,21.4242852856285,1.42889927219073,"E","Attaining","Attaining","Attaining","7",14,1.0152349953652,9.35702430383774,-0.112145008373258,-8.4539343168458,"Group 4",20,"Fair","Attaining","OLD","NEW","NEW"
"429","08016DFW","dfw_3724","dfw_3724 2008","North Cr","MWCF",1.01,"Least disturbed",2008,0,"Yes",0.602059991327962,2810.6367,1.14258748178155,0.172307864010903,3.44715803134222,0.140695025319824,123.9055827,44.91399624,21.1896201004171,0.835481873978228,"R","Attaining","Attaining",NA,"3",14,1.0152349953652,9.35702430383774,-0.413175004037239,-8.75496431250978,"Group 4",20,"Fair","Attaining","NEW","NEW","NEW"
"430","08018DFW","dfw_2008","dfw_2008 2008","Drew Cr","MWCF",1.03,"Least disturbed",2008,0,"Yes",1,2319.477,0.352136190895797,0.199549492607724,3.30749603791321,0.0210922722219584,123.9626478,44.09972819,14.247806848775,1.42889927219073,"E","Attaining","Attaining",NA,"9",14,1.0152349953652,9.35702430383774,-0.0152349953652018,-8.35702430383774,"Group 4",20,"Fair","Attaining","NEW","NEW","NEW"
"431","08019DFW","dfw_2380","dfw_2380 2008","Pataha Cr","MWCF",1.1,"Least disturbed",2008,0,"Yes",1.30102999566398,1495.47,0.34035090008544,0.184553515274026,3.19256745333655,0.0172485089697729,123.5580528,43.99397366,22.4722050542442,1.36943840600457,"E","Attaining","Attaining",NA,"19",14,1.0152349953652,9.35702430383774,0.285795000298779,-8.05599430817376,"Group 4",20,"Fair","Attaining","NEW","NEW","NEW"
"432","08020DFW","dfw_2464","dfw_2464 2008","Pittenger Cr","MWCF",0.85,"Most disturbed",2008,0,"Yes",1.32221929473392,1489.35,0.629579817333198,0.195780489324141,3.18440748541232,0.0511601702093602,123.5446232,43.97129053,24.1660919471891,1.47062890563334,"E","Impaired","Impaired",NA,"20",14,1.0152349953652,9.35702430383774,0.306984299368718,-8.03480500910382,"Group 4",20,"Poor","Impaired - Sediment Stressor","NEW","NEW","NEW"
"433","08021DFW","17122","17122 2008","Spout Creek","MWCF",0.79,"Most disturbed",2008,0,"Yes",1.11394335230684,1903.77713,1.2587361488795,0.0994484791236146,3.25285303097989,0.0680208155603473,123.6864953,44.55217087,17.464249196573,1.47062890563334,"E","Impaired","Potential Concern","Potential Concern","12",14,1.0152349953652,9.35702430383774,0.0987083569416349,-8.2430809515309,"Group 4",20,"Good","Potential Concern","OLD","NEW","NEW"
"434","08023DFW","dfw_35429","dfw_35429 2008","Salmon R","MWCF",0.8,"Most disturbed",2008,0,"Yes",0.477121254719662,3222.83116,2.16554579341962,0.101439637223326,3.39480177716271,0.397276309969916,123.8726466,45.01891594,13.9283882771841,0.825440953414278,"R","Impaired","Impaired",NA,"2",8,0.77466588484141,4.95204059846906,-0.297544630121748,-4.4749193437494,"Group 2",11,"Good","Impaired - Unknown Stressor","NEW","NEW","NEW"
"435","08024DFW","dfw_39710","dfw_39710 2008","Arnold Cr","MWCF",1.03,"Least disturbed",2008,0,"Yes",0.954242509439325,2207.335,0.19153764114617,0.215011627592556,3.33344727449675,0.0109889164032979,123.9516186,44.39394774,11.8743420870379,1.20193334256827,"E","Attaining","Attaining",NA,"8",14,1.0152349953652,9.35702430383774,-0.0609924859258769,-8.40278179439842,"Group 4",20,"Fair","Attaining","NEW","NEW","NEW"
"436","08025DFW","dfw_39722","dfw_39722 2008","Siuslaw R","MWCF",0.9,"Moderately disturbed",2008,0,"Yes",1.27875360095283,1259.83685,2.55272718856884,0.00894427190999916,3.13640344813399,0.0121974883005392,123.4371323,43.85627175,23.3452350598575,1.47062890563334,"E","Attaining","Attaining",NA,"18",14,1.0152349953652,9.35702430383774,0.263518605587627,-8.07827070288491,"Group 4",20,"Fair","Attaining","NEW","NEW","NEW"
"437","08026DFW","dfw_39729","dfw_39729 2008","Preacher Cr","MWCF",1.09,"Least disturbed",2008,0,"Yes",0.903089986991944,2447.601,0.619103770272466,0.199072850986768,3.27067883614471,0.0512431407930769,123.7387879,44.26043589,18.9208879284245,1.42889927219073,"E","Attaining","Attaining",NA,"7",14,1.0152349953652,9.35702430383774,-0.112145008373258,-8.4539343168458,"Group 4",20,"Fair","Attaining","NEW","NEW","NEW"
"509","08122DFW","33417","33417 2008","Fivemile Cr","MWCF",0.61,"Most disturbed",2008,0,"Yes",1.53147891704226,2107.49479,1.46417720214897,0.0606630035524124,3.31910605930978,0.042763720002141,124.0249086,43.83928508,5.09901951359278,1.3030329996377,"E","Impaired","Potential Concern","Impaired","32",14,1.0152349953652,9.35702430383774,0.516243921677053,-7.82554538679549,"Group 4",20,"Poor","Potential Concern","OLD","NEW","NEW"
"510","08123DFW","dfw_6041","dfw_6041 2008","Five Mile Cr","MWCF",0.64,"Most disturbed",2008,0,"Yes",1.41497334797082,2100.86115,1.04327973457449,0.106207344378814,3.32283927268632,0.0466279343556076,124.0106306,43.83659574,7.48331477354788,1.3030329996377,"E","Impaired","Impaired",NA,"25",14,1.0152349953652,9.35702430383774,0.399738352605616,-7.94205095586692,"Group 4",20,"Poor","Impaired - Sediment Stressor","NEW","NEW","NEW"
"511","08124DFW","dfw_6080","dfw_6080 2008","Bear Cr Trib D","MWCF",0.96,"Least disturbed",2008,0,"Yes",1.23044892137827,2134.629,0.535277659590122,0.270444079247448,3.33324569896196,0.0710423054714698,123.9833742,43.90062475,12.9228479833201,1.3030329996377,"E","Attaining","Attaining",NA,"16",14,1.0152349953652,9.35702430383774,0.215213926013072,-8.12657538245947,"Group 4",20,"Fair","Attaining","NEW","NEW","NEW"
"512","08125DFW","dfw_6104","dfw_6104 2008","Carle Cr","MWCF",1,"Least disturbed",2008,0,"Yes",1.34242268082221,2059.286,0.614878241587879,0.239812426700536,3.33223641549144,0.0716688003040358,124.0325845,43.90420003,11.4455231422596,1.3030329996377,"E","Attaining","Attaining",NA,"21",14,1.0152349953652,9.35702430383774,0.327187685457004,-8.01460162301554,"Group 4",20,"Poor","Attaining","NEW","NEW","NEW"
"516","08129DFW","dfw_2492","dfw_2492 2008","Wolf Cr at RM 3.12 (Umpqua)","MWCF",0.85,"Most disturbed",2008,0,"Yes",1.07918124604762,1401.21975,1.97719325947162,0.106583300755794,3.14983469671578,0.315240226865684,123.4295192,43.92493463,26.9258240356725,1.47062890563334,"E","Impaired","Impaired",NA,"11",8,0.77466588484141,4.95204059846906,0.304515361206215,-3.87285935242144,"Group 2",11,"Poor","Impaired - Sediment Stressor","NEW","NEW","NEW"
"517","08130DFW","dfw_3544","dfw_3544 2008","Sams Cr","MWCF",1.05,"Least disturbed",2008,0,"Yes",1.14612803567824,2106.68942,1.26917565132068,0.0886002257333467,3.28600712207947,0.0561600631884284,123.7855751,44.71769463,15.7797338380595,0.835481873978228,"E","Attaining","Attaining",NA,"14",14,1.0152349953652,9.35702430383774,0.130893040313036,-8.2108962681595,"Group 4",20,"Good","Attaining","NEW","NEW","NEW"
"518","08131DFW","dfw_3622","dfw_3622 2008","Whiskey Cr","MWCF",0.89,"Moderately disturbed",2008,0,"Yes",1.23044892137827,3370.427,0.794075863901423,0.156907616131276,3.45484486000851,0.0525466245643863,123.7046902,44.80277113,29.5972971738975,0.775397496610753,"E","Attaining","Attaining",NA,"16",14,1.0152349953652,9.35702430383774,0.215213926013072,-8.12657538245947,"Group 4",20,"Fair","Attaining","NEW","NEW","NEW"
"519","08133DFW","dfw_39708","dfw_39708 2008","Drift Cr","MWCF",0.92,"Least disturbed",2008,0,"Yes",0.845098040014257,3208.92055,2.16380711650784,0.0818535277187245,3.4144719496293,0.294526087435911,123.9119295,44.90130698,15.6843871413581,0.835481873978228,"R","Attaining","Attaining",NA,"6",8,0.77466588484141,4.95204059846906,0.0704321551728466,-4.10694255845481,"Group 2",11,"Good","Attaining","NEW","NEW","NEW"
"520","08134DFW","dfw_39715","dfw_39715 2008","Long Prarie Cr","MWCF",0.98,"Least disturbed",2008,0,"Yes",1.11394335230684,2051.63319,1.1161370032689,0.0908845421400141,3.29600666931367,0.0412599113063014,123.815478,44.71015399,14.7309198626562,0.835481873978228,"E","Attaining","Attaining",NA,"13",14,1.0152349953652,9.35702430383774,0.0987083569416349,-8.2430809515309,"Group 4",20,"Good","Attaining","NEW","NEW","NEW"
"521","08135DFW","dfw_39719","dfw_39719 2008","N Fk Roy Cr","MWCF",0.68,"Most disturbed",2008,0,"Yes",1.56820172406699,2157.063,0.881687587061307,0.168760184877832,3.29292029960001,0.0749641155058283,123.9861446,44.79236612,9.4339811320566,0.835481873978228,"E","Impaired","Impaired",NA,"35",14,1.0152349953652,9.35702430383774,0.552966728701793,-7.78882257977075,"Group 4",20,"Poor","Impaired - Sediment Stressor","NEW","NEW","NEW"
"522","08136DFW","dfw_39723","dfw_39723 2008","Wright Cr Trib B","MWCF",1.08,"Least disturbed",2008,0,"Yes",1.14612803567824,2096.8942,1.47538161056565,0.0327108544675923,3.28981183911762,0.013217245262879,123.962363,44.55458213,5.47722557505166,1.28403977458335,"E","Attaining","Attaining",NA,"13",14,1.0152349953652,9.35702430383774,0.130893040313036,-8.2108962681595,"Group 4",20,"Good","Attaining","NEW","NEW","NEW"
"523","08137DFW","dfw_39731","dfw_39731 2008","Cougar Cr","MWCF",0.89,"Moderately disturbed",2008,0,"Yes",1.20411998265592,1929.325,1.0965568749184,0.160374561573836,3.27230584440209,0.112443681107158,123.757134,44.58458305,16.4924225024706,1.47062890563334,"E","Attaining","Attaining",NA,"15",14,1.0152349953652,9.35702430383774,0.188884987290723,-8.15290432118182,"Group 4",20,"Fair","Attaining","NEW","NEW","NEW"
"524","08138DFW","dfw_2283","dfw_2283 2008","Nelson Cr","MWCF",1,"Least disturbed",2008,0,"Yes",1.17609125905568,1754.46415,1.52318893788454,0.073143694191639,3.26951294421792,0.069339015279983,123.6510902,44.09269557,19.8494332412792,1.34528292089677,"E","Attaining","Attaining",NA,"15",14,1.0152349953652,9.35702430383774,0.16085626369048,-8.18093304478206,"Group 4",20,"Fair","Attaining","NEW","NEW","NEW"
"525","08139DFW","dfw_2974","dfw_2974 2008","Bear Cr","MWCF",1.03,"Least disturbed",2008,0,"Yes",0.845098040014257,2061.604,0.292143051454897,0.250059992801727,3.33645973384853,0.025304599253539,123.7748032,44.35307794,30.1496268633627,1.42889927219073,"E","Attaining","Attaining",NA,"6",14,1.0152349953652,9.35702430383774,-0.170136955350945,-8.51192626382348,"Group 4",20,"Fair","Attaining","NEW","NEW","NEW"
"526","08141DFW","34644","34644 2008","Crooked Cr at RM 1.18 (NF Alsea R)","MWCF",0.85,"Most disturbed",2008,0,"Yes",0.903089986991944,2181.47086,0.974286427537166,0.124498995979887,3.22942584792069,0.0533048344486056,123.5416946,44.42178109,20.976176963403,0.886077123792614,"E","Impaired","Potential Concern","Attaining","7",14,1.0152349953652,9.35702430383774,-0.112145008373258,-8.4539343168458,"Group 4",20,"Fair","Potential Concern","OLD","NEW","NEW"
"527","08142DFW","21790","21790 2008","Elkhorn Creek at RM 1.56","MWCF",1.14,"Least disturbed",2008,0,"Yes",1,2124.81557,1.14686137385629,0.103923048454133,3.31973049433022,0.0571545095575216,123.9890525,44.50037836,9.89949493661167,1.34528292089677,"E","Attaining","Attaining","Attaining","9",14,1.0152349953652,9.35702430383774,-0.0152349953652018,-8.35702430383774,"Group 4",20,"Fair","Attaining","OLD","NEW","NEW"
"528","08143DFW","dfw_35002","dfw_35002 2008","Meadow Cr.","MWCF",1.03,"Least disturbed",2008,0,"Yes",1.04139268515823,1635.92373,0.523457708036839,0.197002538054716,3.24674470972384,0.0377169565471097,123.6626738,44.02472442,21.0475651798492,1.32332926362445,"E","Attaining","Attaining",NA,"10",14,1.0152349953652,9.35702430383774,0.0261576897930234,-8.31563161867952,"Group 4",20,"Good","Attaining","NEW","NEW","NEW"
"529","08144DFW","dfw_39721","dfw_39721 2008","Big Cr","MWCF",0.81,"Most disturbed",2008,0,"Yes",0.903089986991944,2329.90487,1.63866663251944,0.103440804327886,3.34024576156793,0.162845125392867,124.0823574,44.16875265,10.2469507659596,0.500179608697487,"R","Impaired","Impaired",NA,"7",14,1.0152349953652,9.35702430383774,-0.112145008373258,-8.4539343168458,"Group 4",20,"Fair","Impaired - Unknown Stressor","NEW","NEW","NEW"
"530","08145DFW","dfw_3285","dfw_3285 2008","West Olla Cr Trib A","MWCF",0.69,"Most disturbed",2008,0,"Yes",1.66275783168157,1970.785,0.642833365485514,0.116704755687161,3.27021285489624,0.0196240984596598,123.9248572,44.6624987,8.30662386291807,1.28403977458335,"E","Impaired","Impaired",NA,"45",14,1.0152349953652,9.35702430383774,0.647522836316372,-7.69426647215617,"Group 4",20,"Poor","Impaired - Sediment Stressor","NEW","NEW","NEW"
"531","08146DFW","dfw_39716","dfw_39716 2008","Adams Cr","MWCF",1.19,"Least disturbed",2008,0,"Yes",0.903089986991944,2533.125,0.222110116231002,0.303842064237327,3.3392526340327,0.0259769845093134,123.6068559,44.51800436,28.2311884269862,1.47062890563334,"E","Attaining","Attaining",NA,"7",14,1.0152349953652,9.35702430383774,-0.112145008373258,-8.4539343168458,"Group 4",20,"Fair","Attaining","NEW","NEW","NEW"
"532","08147DFW","dfw_39730","dfw_39730 2008","Sweet Cr","MWCF",0.89,"Moderately disturbed",2008,0,"Yes",0.903089986991944,2225.44687,1.80856542327016,0.15582040944626,3.33203427702752,0.404525617339356,123.903327,43.96337688,11.4455231422596,1.32332926362445,"E","Attaining","Attaining",NA,"7",8,0.77466588484141,4.95204059846906,0.128424102150533,-4.04895061147712,"Group 2",11,"Good","Attaining","NEW","NEW","NEW"
"536","09003DFW","dfw_35004","dfw_35004 2009","Alsea River","MWCF",0.51,"Most disturbed",2009,0,"Yes",1.34242268082221,2310.98889,2.48314965855974,0.0441588043316392,3.18298496700358,0.201732127022241,123.6852285,44.35273183,14.9331845230681,1.20193334256827,"E","Impaired","Impaired",NA,"21",14,1.0152349953652,9.35702430383774,0.327187685457004,-8.01460162301554,"Group 4",20,"Poor","Impaired - Sediment Stressor","NEW","NEW","NEW"
"538","09006DFW","33329","33329 2009","Bear Cr","MWCF",0.84,"Most disturbed",2009,0,"Yes",1.34242268082221,1301.5703,0.994206694941177,0.129769025580067,3.14829409743475,0.0604441881665441,123.5119022,43.85549129,23.3452350598575,1.47062890563334,"E","Impaired","Impaired",NA,"21",14,1.0152349953652,9.35702430383774,0.327187685457004,-8.01460162301554,"Group 4",20,"Poor","Impaired - Sediment Stressor","OLD","OLD","OLD"
"539","09007DFW","33351","33351 2009","(blank)","MWCF",1.01,"Least disturbed",2009,0,"Yes",1.34242268082221,2039.763,1.36823703582245,0.173176210837401,3.26126286879249,0.222767472268902,123.8362989,44.59295672,16,1.47062890563334,"E","Attaining","Attaining",NA,"21",14,1.0152349953652,9.35702430383774,0.327187685457004,-8.01460162301554,"Group 4",20,"Poor","Attaining","NEW","NEW","NEW"
"540","09008DFW","33418","33418 2009","Bell Cr","MWCF",0.93,"Least disturbed",2009,0,"Yes",1.36172783601759,2115.124,1.17071601968897,0.158335087709579,3.32139127831169,0.129159372703248,124.0127305,43.84129345,6.78232998312527,1.3030329996377,"E","Attaining","Potential Concern","Impaired","22",14,1.0152349953652,9.35702430383774,0.346492840652391,-7.99529646782015,"Group 4",20,"Poor","Potential Concern","OLD","NEW","NEW"
"548","09029DFW","34646","34646 2009","Clay Cr at RM 0.16 (Siuslaw R)","MWCF",1.2,"Least disturbed",2009,0,"Yes",1.17609125905568,1340.01,0.941501991347391,0.170909332688417,3.16938049531195,0.0885187550805347,123.5654843,43.9014647,20.7364413533277,1.47062890563334,"E","Attaining","Attaining","Attaining","14",14,1.0152349953652,9.35702430383774,0.16085626369048,-8.18093304478206,"Group 4",20,"Good","Attaining","OLD","NEW","NEW"
"549","09031DFW","23823","23823 2009","Condon Cr","MWCF",1.1,"Least disturbed",2009,0,"Yes",1,2227.242,0.339381869112333,0.209499403340439,3.3142886609475,0.0220133821537293,123.9853486,44.08528001,13.1909059582729,1.42889927219073,"E","Attaining","Attaining","Attaining","9",14,1.0152349953652,9.35702430383774,-0.0152349953652018,-8.35702430383774,"Group 4",20,"Fair","Attaining","OLD","NEW","NEW"
"554","09037DFW","23820","23820 2009","Crab Creek at RM 4.8 (Five Rivers, Alsea)","MWCF",1.09,"Least disturbed",2009,0,"Yes",1.07918124604762,2152.455,1.44460573568862,0.134833230325465,3.31534047662729,0.172567090804738,123.8504347,44.26108329,18.3847763108502,1.42889927219073,"E","Attaining","Attaining","Attaining","11",14,1.0152349953652,9.35702430383774,0.0639462506824231,-8.27784305779012,"Group 4",20,"Good","Attaining","OLD","NEW","NEW"
"556","09039DFW","34644","34644 2009","Crooked Cr at RM 1.18 (NF Alsea R)","MWCF",1.1,"Least disturbed",2009,0,"Yes",1.04139268515823,2181.47086,0.974286427537166,0.124498995979887,3.22942584792069,0.0533048344486056,123.5416946,44.42178109,20.976176963403,0.886077123792614,"E","Attaining","Potential Concern","Attaining","10",14,1.0152349953652,9.35702430383774,0.0261576897930234,-8.31563161867952,"Group 4",20,"Good","Potential Concern","OLD","NEW","NEW"
